EEID,Full Name,Job Title,Department,Business Unit,Age,Gender,Ethnicity,City,Country,Hire Date,Exit Date,Annual Salary,Bonus %
E01927,Charles Moore,Technical Architect,IT,Manufacturing,34,Male,Black,Miami,United States,2/16/2016,,$63411,0% 
E03064,Lincoln Fong,Analyst II,Sales,Speciality Products,31,Male,Asian,Chongqing,China,2/17/2020,5/1/2021,$67171,0% 
E01883,Isla Guzman,Sr. Manger,Accounting,Speciality Products,28,Female,Latino,Rio de Janerio,Brazil,7/6/2019,,$152036,15% 
E03984,Hailey Foster,Controls Engineer,Engineering,Manufacturing,55,Female,Black,Chicago,United States,3/21/2021,,$95562,0% 
E00446,Hudson Hill,Sr. Analyst,Sales,Research & Development,30,Male,Caucasian,Austin,United States,11/4/2019,,$96092,0% 
E02825,Wyatt Li,Vice President,Engineering,Manufacturing,63,Male,Asian,Chicago,United States,6/3/2013,,$254289,39% 
E04174,Maverick Henry,Computer Systems Manager,IT,Research & Development,26,Male,Caucasian,Chicago,United States,7/10/2019,,$69110,5% 
E01899,Xavier Jackson,Vice President,Marketing,Speciality Products,52,Male,Caucasian,Miami,United States,6/11/2002,,$236314,34% 
E02562,Christian Medina,Analyst,Marketing,Corporate,51,Male,Latino,Columbus,United States,6/19/2007,,$45206,0% 
E01006,Autumn Leung,Vice President,Finance,Research & Development,25,Female,Asian,Chicago,United States,11/15/2021,,$210708,33% 
E02903,Robert Vazquez,System Administrator ,IT,Corporate,40,Male,Latino,Austin,United States,9/26/2021,,$87770,0% 
E03642,Aria Roberts,Manager,Accounting,Corporate,38,Female,Caucasian,Seattle,United States,8/12/2015,,$106858,5% 
E02884,Axel Johnson,Director,Human Resources,Corporate,60,Male,Caucasian,Seattle,United States,4/14/2015,,$155788,17% 
E00701,Madeline Garcia,Sr. Business Partner,Human Resources,Speciality Products,45,Female,Latino,Rio de Janerio,Brazil,4/26/2019,,$74891,0% 
E04720,Christopher Chung,Controls Engineer,Engineering,Corporate,28,Male,Asian,Phoenix,United States,12/18/2021,,$95670,0% 
E01985,Eliana Turner,Account Representative,Sales,Research & Development,65,Female,Black,Austin,United States,9/29/2000,,$67837,0% 
E03273,Daniel Shah,Analyst II,Sales,Research & Development,41,Male,Asian,Beijing,China,6/4/2010,,$72425,0% 
E02415,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,52,Female,Latino,Phoenix,United States,10/16/1994,,$93103,0% 
E02877,Mila Allen,Controls Engineer,Engineering,Corporate,56,Female,Caucasian,Miami,United States,10/14/2015,10/22/2021,$76272,0% 
E00091,Emilia Chu,Analyst II,Finance,Manufacturing,48,Female,Asian,Austin,United States,6/24/2003,,$55760,0% 
E02563,Emily Clark,Vice President,Accounting,Corporate,36,Female,Caucasian,Miami,United States,1/13/2020,,$253294,40% 
E04221,Roman King,Analyst II,Finance,Corporate,60,Male,Caucasian,Columbus,United States,8/16/2007,,$58671,0% 
E04887,Emery Do,Account Representative,Sales,Research & Development,40,Female,Asian,Columbus,United States,3/16/2018,,$55457,0% 
E03170,Autumn Thao,Account Representative,Sales,Manufacturing,63,Female,Asian,Phoenix,United States,9/26/2017,4/3/2019,$72340,0% 
E01636,Naomi Coleman,Manager,Marketing,Corporate,29,Female,Caucasian,Phoenix,United States,11/2/2016,,$122054,6% 
E01387,Cora Zheng,Director,IT,Manufacturing,27,Female,Asian,Chengdu,China,1/3/2018,,$167100,20% 
E01363,Ayla Daniels,Technical Architect,IT,Corporate,53,Female,Caucasian,Miami,United States,4/23/1997,,$78153,0% 
E02249,Allison Daniels,Manager,Finance,Manufacturing,37,Female,Caucasian,Phoenix,United States,4/14/2020,,$103524,9% 
E02987,Mateo Harris,Manager,IT,Corporate,30,Male,Caucasian,Columbus,United States,8/5/2017,,$119906,5% 
E03655,Samantha Rogers,Analyst,Marketing,Speciality Products,28,Female,Caucasian,Miami,United States,1/17/2020,,$45061,0% 
E04048,Julian Lee,IT Systems Architect,IT,Corporate,51,Male,Asian,Seattle,United States,1/17/2003,,$91399,0% 
E03626,Nicholas Avila,Enterprise Architect,IT,Research & Development,28,Male,Latino,Austin,United States,9/28/2017,,$97336,0% 
E03694,Hailey Watson,Sr. Manger,Accounting,Corporate,31,Female,Black,Columbus,United States,1/20/2017,,$124629,10% 
E02920,Willow Woods,Vice President,Human Resources,Speciality Products,28,Female,Caucasian,Miami,United States,7/25/2021,,$231850,39% 
E03220,Alexander Gonzales,Manager,Accounting,Research & Development,34,Male,Latino,Phoenix,United States,6/4/2018,,$128329,8% 
E01347,Aiden Gonzales,Vice President,Marketing,Speciality Products,44,Male,Latino,Sao Paulo,Brazil,3/28/2021,,$186033,34% 
E03968,Joshua Chin,Sr. Manger,Marketing,Manufacturing,60,Male,Asian,Phoenix,United States,7/26/2021,,$121480,14% 
E04299,Paisley Hall,Director,Human Resources,Speciality Products,41,Female,Caucasian,Columbus,United States,5/21/2010,,$153275,24% 
E01150,Allison Leung,Sr. Analyst,Sales,Research & Development,62,Female,Asian,Austin,United States,5/18/2020,,$97830,0% 
E03774,Hannah Mejia,Vice President,Marketing,Corporate,47,Female,Latino,Austin,United States,3/13/1999,,$239394,32% 
E01638,Elizabeth Huang,Analyst,Finance,Speciality Products,62,Female,Asian,Beijing,China,9/20/2002,,$49738,0% 
E01877,Abigail Garza,Analyst,Accounting,Manufacturing,33,Female,Latino,Seattle,United States,5/27/2018,,$45049,0% 
E01193,Raelynn Lu,Director,Finance,Research & Development,27,Female,Asian,Chongqing,China,5/26/2020,12/12/2020,$153628,29% 
E01789,Charles Luu,Sr. Manger,Sales,Manufacturing,25,Male,Asian,Shanghai,China,6/15/2021,6/3/2022,$142731,11% 
E01422,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,29,Female,Latino,Sao Paulo,Brazil,5/15/2020,,$137106,12% 
E00440,Adeline Thao,Vice President,Finance,Corporate,54,Female,Asian,Seattle,United States,9/5/2007,,$183239,32% 
E00145,Kinsley Dixon,Analyst,Accounting,Manufacturing,28,Female,Caucasian,Miami,United States,5/25/2019,,$45819,0% 
E04150,Natalia Vu,Analyst,Accounting,Research & Development,54,Female,Asian,Columbus,United States,12/29/2006,,$55518,0% 
E02846,Julia Mai,Manager,Marketing,Manufacturing,50,Female,Asian,Shanghai,China,3/11/2012,,$108134,10% 
E04247,Camila Evans,Manager,Marketing,Research & Development,55,Female,Black,Miami,United States,12/20/1992,,$113950,9% 
E02613,Everly Lai,Vice President,Marketing,Speciality Products,52,Female,Asian,Chicago,United States,4/1/1998,,$182035,30% 
E03349,Adam He,Director,Accounting,Speciality Products,35,Male,Asian,Beijing,China,8/16/2017,,$181356,23% 
E03648,Vivian Hunter,Account Representative,Sales,Corporate,26,Female,Black,Seattle,United States,8/21/2019,,$66084,0% 
E02192,Lucy Avila,Solutions Architect,IT,Speciality Products,43,Female,Latino,Sao Paulo,Brazil,4/22/2010,,$76912,0% 
E03981,Eliana Li,Test Engineer,Engineering,Research & Development,63,Female,Asian,Miami,United States,5/7/2018,,$67987,0% 
E03262,Logan Mitchell,Analyst II,Marketing,Manufacturing,65,Male,Caucasian,Columbus,United States,8/20/2005,,$59833,0% 
E02716,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,45,Male,Asian,Chicago,United States,4/11/2005,,$128468,11% 
E00245,Lucas Daniels,Manager,Sales,Corporate,42,Male,Black,Chicago,United States,5/29/2011,,$102440,6% 
E04123,Andrew Holmes,Vice President,IT,Speciality Products,59,Male,Black,Miami,United States,12/30/2010,,$246619,36% 
E03471,Julia Sandoval,Manager,Human Resources,Corporate,42,Female,Latino,Miami,United States,11/19/2017,,$101143,6% 
E00717,Kennedy Vargas,Business Partner,Human Resources,Manufacturing,45,Female,Latino,Manaus,Brazil,10/14/2005,12/6/2009,$51404,0% 
E01966,Thomas Williams,Field Engineer,Engineering,Speciality Products,45,Male,Caucasian,Columbus,United States,11/21/2015,,$87292,0% 
E03683,Raelynn Hong,Director,Marketing,Speciality Products,28,Female,Asian,Beijing,China,12/11/2019,,$182321,28% 
E03694,Eli Reed,Systems Analyst,IT,Corporate,51,Male,Caucasian,Miami,United States,2/27/2014,12/22/2017,$53929,0% 
E04766,Lyla Yoon,Vice President,Accounting,Manufacturing,38,Female,Asian,Austin,United States,12/13/2012,,$191571,32% 
E01465,Hannah White,Sr. Manger,Accounting,Corporate,62,Female,Caucasian,Phoenix,United States,1/30/2009,,$150555,13% 
E00206,Theodore Xi,Manager,Finance,Corporate,52,Male,Asian,Shanghai,China,10/5/2009,,$122890,7% 
E04088,Ezra Liang,Vice President,Finance,Research & Development,52,Male,Asian,Miami,United States,5/26/1997,,$216999,37% 
E02066,Grayson Yee,Manager,Human Resources,Corporate,48,Male,Asian,Beijing,China,7/16/2015,,$110565,9% 
E03227,Eli Richardson,IT Coordinator,IT,Speciality Products,38,Male,Caucasian,Seattle,United States,4/19/2015,,$48762,0% 
E03364,Audrey Lee,Development Engineer,Engineering,Speciality Products,51,Female,Asian,Chongqing,China,2/11/2017,,$87036,0% 
E00607,Jameson Allen,Director,Marketing,Speciality Products,32,Male,Caucasian,Seattle,United States,11/28/2016,,$177443,16% 
E02258,Eliza Chen,Enterprise Architect,IT,Research & Development,36,Female,Asian,Austin,United States,4/29/2016,,$75862,0% 
E03681,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,45,Female,Asian,Chicago,United States,4/26/2019,,$90870,0% 
E02298,Emily Doan,Engineering Manager,Engineering,Corporate,32,Female,Asian,Phoenix,United States,12/4/2014,,$99202,11% 
E02984,Jack Mai,Sr. Analyst,Marketing,Corporate,45,Male,Asian,Chengdu,China,9/22/2007,,$92293,0% 
E02440,Grayson Turner,Solutions Architect,IT,Corporate,54,Male,Caucasian,Chicago,United States,6/30/1992,10/26/2014,$63196,0% 
E04699,Ivy Tang,Development Engineer,Engineering,Speciality Products,48,Female,Asian,Shanghai,China,5/3/2012,5/9/2018,$65340,0% 
E03579,Robert Zhang,Vice President,Marketing,Corporate,45,Male,Asian,Phoenix,United States,9/24/2015,8/17/2022,$202680,32% 
E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,46,Female,Latino,Sao Paulo,Brazil,4/24/2017,,$77461,9% 
E04969,Abigail Vang,Operations Engineer,Engineering,Research & Development,40,Female,Asian,Chengdu,China,9/9/2016,,$109680,0% 
E00170,Claire Adams,Director,Sales,Manufacturing,61,Female,Black,Phoenix,United States,8/19/1997,,$159567,28% 
E00955,Theodore Marquez,Development Engineer,Engineering,Speciality Products,54,Male,Latino,Sao Paulo,Brazil,11/24/2012,,$94407,0% 
E00810,Hunter Nunez,Vice President,Human Resources,Corporate,62,Male,Latino,Seattle,United States,8/16/2002,,$234594,33% 
E02798,Charles Henderson,Systems Analyst,IT,Speciality Products,48,Male,Caucasian,Austin,United States,2/11/2002,,$43080,0% 
E04542,Camila Cortez,Manager,Marketing,Manufacturing,29,Female,Latino,Phoenix,United States,5/9/2021,5/24/2021,$129541,8% 
E02818,Aaron Garza,Director,Sales,Research & Development,39,Male,Latino,Columbus,United States,12/27/2013,6/9/2020,$165756,28% 
E02907,Jose Singh,Sr. Manger,Finance,Speciality Products,44,Male,Asian,Columbus,United States,4/6/2010,,$142878,12% 
E00023,Gabriel Joseph,Director,Engineering,Manufacturing,52,Male,Caucasian,Miami,United States,10/28/2006,,$187992,28% 
E02391,Natalia Santos,Vice President,Human Resources,Speciality Products,45,Female,Latino,Sao Paulo,Brazil,2/25/2019,,$249801,39% 
E01429,Dylan Wilson,Network Administrator,IT,Research & Development,48,Male,Caucasian,Seattle,United States,9/27/2006,4/8/2007,$76505,0% 
E00494,Robert Alvarez,Service Desk Analyst,IT,Corporate,39,Male,Latino,Manaus,Brazil,10/21/2016,,$84297,0% 
E00634,Samantha Chavez,Sr. Analyst,Sales,Speciality Products,53,Female,Latino,Manaus,Brazil,1/9/2017,7/17/2020,$75769,0% 
E01249,Samuel Bailey,Vice President,Accounting,Speciality Products,41,Male,Caucasian,Seattle,United States,8/17/2013,,$235619,30% 
E04683,Ezekiel Delgado,Director,Engineering,Speciality Products,40,Male,Latino,Manaus,Brazil,2/7/2020,,$187187,18% 
E04732,Benjamin Ramirez,Network Engineer,IT,Research & Development,48,Male,Latino,Chicago,United States,7/27/2005,4/22/2006,$68987,0% 
E03834,Anthony Carter,Director,Engineering,Speciality Products,41,Male,Caucasian,Columbus,United States,3/15/2007,5/30/2008,$155926,24% 
E02923,Ethan Tang,Sr. Analyst,Accounting,Speciality Products,54,Male,Asian,Chicago,United States,5/4/2016,,$93668,0% 
E02642,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,38,Male,Caucasian,Miami,United States,11/29/2019,4/20/2022,$69647,0% 
E00981,Miles Thao,System Administrator ,IT,Corporate,57,Male,Asian,Columbus,United States,6/26/2003,,$63318,0% 
E04157,William Cao,Sr. Analyst,Marketing,Manufacturing,63,Male,Asian,Beijing,China,2/12/2017,,$77629,0% 
E03528,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,62,Male,Asian,Chongqing,China,11/22/2017,,$138808,15% 
E04547,Avery Grant,Enterprise Architect,IT,Research & Development,49,Female,Caucasian,Chicago,United States,3/5/2014,,$88777,0% 
E04415,Penelope Fong,Director,Accounting,Corporate,60,Female,Asian,Chongqing,China,5/14/2004,,$186378,26% 
E04484,Vivian Thao,Quality Engineer,Engineering,Research & Development,45,Female,Asian,Chicago,United States,4/23/2015,,$60017,0% 
E02800,Eva Estrada,Sr. Manger,Sales,Speciality Products,45,Female,Latino,Sao Paulo,Brazil,7/24/2018,,$148991,12% 
E04926,Emma Luna,Field Engineer,Engineering,Speciality Products,52,Female,Latino,Manaus,Brazil,3/25/2008,,$97398,0% 
E01268,Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,63,Female,Asian,Shanghai,China,5/2/2007,,$72805,0% 
E04853,Vivian Chu,Sr. Account Representative,Sales,Research & Development,46,Female,Asian,Shanghai,China,1/17/2021,,$72131,0% 
E01209,Jayden Williams,Manager,Human Resources,Manufacturing,64,Male,Caucasian,Columbus,United States,12/26/1992,,$104668,8% 
E02024,Amelia Bell,Sr. Analyst,Sales,Manufacturing,53,Female,Caucasian,Seattle,United States,8/5/2017,,$89769,0% 
E02427,Addison Mehta,Manager,Sales,Corporate,27,Female,Asian,Columbus,United States,9/15/2018,,$127616,7% 
E00276,Alexander Jackson,Manager,Human Resources,Corporate,45,Male,Caucasian,Columbus,United States,7/9/2012,,$109883,7% 
E00951,Everly Lin,Business Partner,Human Resources,Manufacturing,25,Female,Asian,Chongqing,China,3/15/2021,,$47974,0% 
E03248,Lyla Stewart,Sr. Manger,IT,Speciality Products,43,Female,Caucasian,Austin,United States,3/27/2015,,$120321,12% 
E04444,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,61,Female,Latino,Phoenix,United States,8/10/2014,,$57446,0% 
E02307,Skylar Evans,Director,Accounting,Research & Development,42,Female,Caucasian,Austin,United States,6/4/2009,,$174099,26% 
E02375,Lincoln Huynh,Sr. Manger,Finance,Manufacturing,63,Male,Asian,Austin,United States,2/8/2002,,$128703,13% 
E02276,Hazel Griffin,Field Engineer,Engineering,Corporate,32,Female,Caucasian,Phoenix,United States,11/9/2015,,$65247,0% 
E02649,Charles Gonzalez,Quality Engineer,Engineering,Research & Development,27,Male,Latino,Rio de Janerio,Brazil,9/28/2018,,$64247,0% 
E00503,Leah Patterson,Manager,Human Resources,Research & Development,33,Female,Caucasian,Austin,United States,6/11/2012,,$118253,8% 
E01706,Avery Sun,Operations Engineer,Engineering,Manufacturing,45,Female,Asian,Chongqing,China,3/11/2004,,$109422,0% 
E00676,Isaac Yoon,Manager,Human Resources,Corporate,41,Male,Asian,Chicago,United States,2/6/2019,,$126950,10% 
E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,36,Female,Asian,Miami,United States,11/21/2014,,$97500,0% 
E01895,Gabriel Zhou,IT Coordinator,IT,Manufacturing,25,Male,Asian,Chongqing,China,1/17/2021,,$41844,0% 
E01396,Jack Vu,Analyst II,Accounting,Research & Development,43,Male,Asian,Chengdu,China,2/10/2014,,$58875,0% 
E00749,Valentina Moua,Account Representative,Sales,Manufacturing,37,Female,Asian,Columbus,United States,11/10/2015,4/20/2021,$64204,0% 
E01941,Quinn Trinh,Analyst II,Sales,Corporate,42,Female,Asian,Beijing,China,5/9/2010,12/25/2014,$67743,0% 
E01413,Caroline Nelson,Sr. Account Representative,Sales,Speciality Products,60,Female,Black,Columbus,United States,7/30/1997,,$71677,0% 
E03928,Miles Dang,IT Coordinator,IT,Speciality Products,61,Male,Asian,Miami,United States,9/24/2000,,$40063,0% 
E04109,Leah Bryant,IT Coordinator,IT,Manufacturing,55,Female,Caucasian,Austin,United States,4/30/2004,,$40124,0% 
E03994,Henry Jung,Automation Engineer,Engineering,Manufacturing,57,Male,Asian,Austin,United States,2/26/2018,7/9/2021,$103183,0% 
E00639,Benjamin Mai,System Administrator ,IT,Corporate,54,Male,Asian,Phoenix,United States,6/15/1998,,$95239,0% 
E00608,Anna Han,Development Engineer,Engineering,Manufacturing,29,Female,Asian,Chicago,United States,11/9/2019,,$75012,0% 
E04189,Ariana Kim,Network Architect,IT,Manufacturing,33,Female,Asian,Chengdu,China,6/29/2014,,$96366,0% 
E02732,Alice Tran,Analyst,Marketing,Corporate,39,Female,Asian,Seattle,United States,7/29/2014,,$40897,0% 
E00324,Hailey Song,Manager,Finance,Research & Development,37,Female,Asian,Chongqing,China,8/23/2016,,$124928,6% 
E00518,Lydia Morales,Manager,Finance,Speciality Products,51,Female,Latino,Manaus,Brazil,6/14/2013,,$108221,5% 
E01286,Liam Sanders,Sr. Business Partner,Human Resources,Corporate,46,Male,Caucasian,Seattle,United States,2/20/2007,,$75579,0% 
E04564,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,41,Male,Latino,Sao Paulo,Brazil,12/27/2015,,$129903,13% 
E02033,Grace Sun,Director,Finance,Research & Development,25,Female,Asian,Shanghai,China,4/17/2021,,$186870,20% 
E00412,Ezra Banks,Analyst II,Sales,Research & Development,37,Male,Caucasian,Chicago,United States,4/23/2010,,$57531,0% 
E01844,Jayden Kang,Analyst,Finance,Research & Development,46,Male,Asian,Seattle,United States,4/24/2011,,$55894,0% 
E00667,Skylar Shah,Field Engineer,Engineering,Manufacturing,42,Female,Asian,Phoenix,United States,4/27/2012,,$72903,0% 
E02639,Sebastian Le,Analyst,Finance,Corporate,37,Male,Asian,Beijing,China,11/9/2015,,$45369,0% 
E00287,Luca Nelson,Manager,Finance,Speciality Products,60,Male,Caucasian,Miami,United States,6/15/2010,,$106578,9% 
E02235,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,52,Female,Latino,Chicago,United States,9/13/1999,,$92994,0% 
E02720,Jaxon Fong,Sr. Analyst,Sales,Speciality Products,59,Male,Asian,Beijing,China,3/13/1997,,$83685,0% 
E03583,Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,48,Male,Caucasian,Phoenix,United States,9/14/2010,,$99335,0% 
E01188,Alexander James,Sr. Manger,Human Resources,Manufacturing,42,Male,Caucasian,Columbus,United States,4/18/2013,,$131179,15% 
E02428,Connor Luu,Computer Systems Manager,IT,Speciality Products,35,Male,Asian,Chengdu,China,5/3/2016,,$73899,5% 
E03289,Christopher Lam,Vice President,Accounting,Manufacturing,64,Male,Asian,Columbus,United States,3/29/2013,,$252325,40% 
E01947,Sophie Owens,Analyst II,Finance,Research & Development,30,Female,Caucasian,Seattle,United States,3/5/2015,,$52697,0% 
E02024,Addison Perez,Operations Engineer,Engineering,Speciality Products,29,Female,Latino,Sao Paulo,Brazil,9/25/2020,,$123588,0% 
E04249,Hadley Dang,Vice President,Accounting,Corporate,47,Female,Asian,Austin,United States,12/26/2021,,$243568,33% 
E01090,Ethan Mehta,Director,Sales,Research & Development,49,Male,Asian,Phoenix,United States,7/20/2001,,$199176,24% 
E03830,Madison Her,Technical Architect,IT,Speciality Products,56,Female,Asian,Seattle,United States,6/22/1996,,$82806,0% 
E04363,Savannah Singh,Director,Marketing,Speciality Products,53,Female,Asian,Seattle,United States,6/20/1997,,$164399,25% 
E04920,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,32,Female,Asian,Phoenix,United States,4/14/2017,,$154956,13% 
E03866,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,32,Male,Asian,Seattle,United States,1/29/2017,12/9/2017,$143970,12% 
E03521,Jackson Navarro,Director,Sales,Corporate,52,Male,Latino,Sao Paulo,Brazil,9/25/2020,,$163143,28% 
E04095,Sadie Patterson,Sr. Analyst,Accounting,Speciality Products,38,Female,Caucasian,Seattle,United States,7/24/2020,,$89390,0% 
E04079,Christopher Butler,Network Architect,IT,Manufacturing,41,Male,Caucasian,Miami,United States,10/5/2017,,$67468,0% 
E01508,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,49,Female,Latino,Rio de Janerio,Brazil,3/12/2016,,$100810,12% 
E02259,Emily Lau,Sr. Analyst,Finance,Manufacturing,35,Female,Asian,Phoenix,United States,3/18/2019,,$74779,0% 
E04972,Sophie Oh,Network Engineer,IT,Corporate,29,Female,Asian,Miami,United States,11/9/2017,,$63985,0% 
E01834,Chloe Allen,Solutions Architect,IT,Manufacturing,64,Female,Caucasian,Seattle,United States,7/8/2004,,$77903,0% 
E03124,Caleb Nelson,Director,Marketing,Corporate,33,Male,Caucasian,Columbus,United States,6/12/2017,,$164396,29% 
E01898,Oliver Moua,IT Systems Architect,IT,Corporate,29,Male,Asian,Seattle,United States,6/28/2021,,$71234,0% 
E00342,Wesley Doan,Manager,Finance,Corporate,63,Male,Asian,Shanghai,China,4/19/2004,,$122487,8% 
E03910,Nova Hsu,Manager,Human Resources,Speciality Products,32,Female,Asian,Phoenix,United States,1/3/2017,,$101870,10% 
E00862,Levi Moreno,Systems Analyst,IT,Research & Development,64,Male,Latino,Manaus,Brazil,6/27/2020,,$40316,0% 
E02576,Gianna Ha,Manager,IT,Research & Development,55,Female,Asian,Chongqing,China,2/8/2005,,$115145,5% 
E00035,Lillian Gonzales,Cloud Infrastructure Architect,IT,Manufacturing,43,Female,Latino,Manaus,Brazil,3/13/2009,,$62335,0% 
E01832,Ezra Singh,Analyst,Finance,Manufacturing,56,Male,Asian,Austin,United States,5/10/2006,,$41561,0% 
E01755,Audrey Patel,Sr. Manger,Finance,Speciality Products,37,Female,Asian,Shanghai,China,4/24/2011,3/16/2016,$131183,14% 
E00465,Brooklyn Cho,Technical Architect,IT,Manufacturing,45,Female,Asian,Chengdu,China,7/8/2002,,$92655,0% 
E02391,Piper Ramos,Sr. Manger,Sales,Manufacturing,49,Female,Latino,Miami,United States,4/2/1996,,$157057,12% 
E04697,Eleanor Williams,Enterprise Architect,IT,Speciality Products,61,Female,Caucasian,Chicago,United States,2/9/2005,,$64462,0% 
E00371,Melody Grant,Quality Engineer,Engineering,Corporate,41,Female,Caucasian,Seattle,United States,10/7/2005,,$79352,0% 
E02992,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,55,Female,Caucasian,Miami,United States,3/27/2001,,$157812,11% 
E04369,Santiago f Gray,Quality Engineer,Engineering,Corporate,27,Male,Caucasian,Chicago,United States,9/11/2018,,$80745,0% 
E00592,Josephine Richardson,System Administrator ,IT,Manufacturing,57,Female,Caucasian,Austin,United States,2/18/1996,12/14/1996,$75354,0% 
E03532,Jaxson Santiago,Engineering Manager,Engineering,Research & Development,56,Male,Latino,Phoenix,United States,9/20/2018,,$78938,14% 
E00863,Lincoln Ramos,Operations Engineer,Engineering,Corporate,59,Male,Latino,Austin,United States,9/10/2008,,$96313,0% 
E03310,Dylan Campbell,Director,Engineering,Speciality Products,45,Male,Caucasian,Phoenix,United States,11/29/2010,,$153767,27% 
E01883,Olivia Gray,Manager,Marketing,Research & Development,42,Female,Black,Columbus,United States,9/19/2015,,$103423,6% 
E01242,Emery Doan,Controls Engineer,Engineering,Corporate,25,Female,Asian,Shanghai,China,6/23/2021,,$86464,0% 
E02535,Caroline Perez,Controls Engineer,Engineering,Corporate,29,Female,Latino,Sao Paulo,Brazil,1/14/2018,,$80516,0% 
E00369,Genesis Woods,Manager,Human Resources,Speciality Products,33,Female,Black,Columbus,United States,8/21/2013,,$105390,6% 
E03332,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,50,Female,Asian,Shanghai,China,9/6/2021,,$83418,0% 
E03278,Nevaeh James,Solutions Architect,IT,Speciality Products,45,Female,Caucasian,Austin,United States,11/3/2017,,$66660,0% 
E02492,Parker Sandoval,Manager,Human Resources,Speciality Products,59,Male,Latino,Miami,United States,6/10/2015,,$101985,7% 
E03055,Austin Rojas,Vice President,Finance,Corporate,29,Male,Latino,Austin,United States,12/5/2018,,$199504,30% 
E01943,Vivian Espinoza,Sr. Manger,Sales,Corporate,52,Female,Latino,Rio de Janerio,Brazil,10/5/2006,5/23/2019,$147966,11% 
E01388,Cooper Gupta,Business Partner,Human Resources,Speciality Products,58,Male,Asian,Chongqing,China,6/20/2014,,$41728,0% 
E00717,Axel Santos,Sr. Analyst,Accounting,Speciality Products,62,Male,Latino,Phoenix,United States,2/17/2011,,$94422,0% 
E04637,Samuel Song,Director,Sales,Corporate,31,Male,Asian,Columbus,United States,6/29/2015,,$191026,16% 
E03240,Aiden Silva,Vice President,IT,Research & Development,42,Male,Latino,Manaus,Brazil,11/29/2010,,$186725,32% 
E00340,Eliana Allen,Business Partner,Human Resources,Research & Development,56,Female,Caucasian,Phoenix,United States,8/20/2009,,$52800,0% 
E04751,Grayson James,Operations Engineer,Engineering,Speciality Products,54,Male,Caucasian,Seattle,United States,12/5/2010,,$113982,0% 
E04636,Hailey Yee,Account Representative,Sales,Research & Development,54,Female,Asian,Chongqing,China,3/16/2021,,$56239,0% 
E00568,Ian Vargas,Analyst,Sales,Manufacturing,26,Male,Latino,Rio de Janerio,Brazil,3/2/2021,,$44732,0% 
E02938,John Trinh,Director,Marketing,Corporate,49,Male,Asian,Shanghai,China,6/26/2014,,$153961,25% 
E00555,Sofia Trinh,Network Architect,IT,Speciality Products,45,Female,Asian,Chongqing,China,12/18/2006,,$68337,0% 
E01111,Santiago f Moua,Sr. Manger,Human Resources,Corporate,45,Male,Asian,Chicago,United States,5/7/2010,,$145093,12% 
E03149,Layla Collins,IT Systems Architect,IT,Speciality Products,26,Female,Caucasian,Austin,United States,3/11/2021,,$74170,0% 
E00952,Jaxon Powell,Field Engineer,Engineering,Research & Development,59,Male,Caucasian,Austin,United States,3/29/1996,,$62605,0% 
E04380,Naomi Washington,Manager,IT,Speciality Products,51,Female,Caucasian,Austin,United States,3/13/2020,,$107195,9% 
E04095,Ryan Holmes,Sr. Manger,Marketing,Speciality Products,45,Male,Caucasian,Columbus,United States,1/11/2018,,$127422,15% 
E04994,Bella Holmes,Director,Accounting,Research & Development,35,Female,Caucasian,Miami,United States,6/26/2017,,$161269,27% 
E00447,Hailey Sanchez,Vice President,Marketing,Corporate,32,Female,Latino,Manaus,Brazil,2/5/2014,,$203445,34% 
E00089,Sofia Yoon,Sr. Manger,Human Resources,Research & Development,37,Female,Asian,Shanghai,China,1/17/2011,,$131353,11% 
E02035,Eli Rahman,Service Desk Analyst,IT,Manufacturing,45,Male,Asian,Chengdu,China,3/16/2010,,$88182,0% 
E03595,Christopher Howard,Enterprise Architect,IT,Speciality Products,61,Male,Caucasian,Seattle,United States,8/26/2019,,$75780,0% 
E03611,Alice Mehta,Analyst II,Sales,Research & Development,45,Female,Asian,Beijing,China,4/2/2019,,$52621,0% 
E04464,Cooper Yoon,Engineering Manager,Engineering,Research & Development,60,Male,Asian,Austin,United States,2/15/2018,4/9/2021,$106079,14% 
