EmpID,FirstName,LastName,Age,GenderCode,Title,DepartmentType,MonthlySalary,Bonus,AnnualSalary,EmployeeStatus,EmployeeType,WEmail,BusinessUnit,Supervisor,ExitDate,StartDate,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,Division,DOB,State,JobFunctionDescription,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3649,Elisha,Ruiz,57,Female,Production Technician II,Production       ,78,6.88,1018.56,Active,Contract,Elisha.Ruiz@mwd.com,TNS,Stephen Green,,2022-08-12T18:30:00.000Z,Zone A,Part-Time,Unk,,Field Operations,06-06-1968,MA,Technician,26602,White,Married,Exceeds,4
1722,Ronnie,Dillon,57,Female,Senior BI Developer,IT/IS,78,6.88,1018.56,Active,Full-Time,Ronnie.Dillon@mwd.com,PL,John Smith,,2022-02-21T18:30:00.000Z,Zone B,Full-Time,Unk,,Wireless,30-01-1968,MA,Groundman,26893,Hispanic,Divorced,Fully Meets,3
2865,Esperanza,Horne,56,Female,Production Technician II,Production       ,78,6.78,1017.36,Voluntarily Terminated,Part-Time,Esperanza.Horne@mwd.com,TNS,Jeremy Frey,2022-10-16T18:30:00.000Z,2022-05-09T18:30:00.000Z,Zone C,Part-Time,Voluntary,This fly moment arm realize weight partner.,General - Con,27-08-1969,MA,Foreman,26583,White,Divorced,Fully Meets,1
2326,Malakai,Whitehead,78,Female,President & CEO,Production       ,75,9.57,1014.84,Active,Contract,Malakai.Whitehead@mwd.com,SVG,James Dorsey,,2022-08-07T18:30:00.000Z,Zone A,Temporary,Unk,,Project Management - Con,19-11-1947,MA,Safety,25257,Black,Single,Fully Meets,2
3682,Rene,Wallace,82,Female,Production Technician I,Production       ,74,10.33,1011.96,Active,Full-Time,Rene.Wallace@mwd.com,PYZ,Michael Diaz MD,,2023-07-07T18:30:00.000Z,Zone C,Temporary,Unk,,Field Operations,28-04-1943,MA,Technician,37646,Black,Single,Fully Meets,4
1386,Jacey,Braun,49,Female,Accountant I,Admin Offices,78,6.16,1009.92,Active,Contract,Jacey.Braun@mwd.com,EW,Joseph Edwards,2023-02-03T18:30:00.000Z,2019-10-04T18:30:00.000Z,Zone C,Full-Time,Involuntary,Realize view write beautiful.,General - Con,19-08-1976,MA,Technician,13405,White,Married,Exceeds,3
2349,Reagan,Atkinson,69,Male,Network Engineer,Production       ,76,8.14,1009.68,Active,Part-Time,Reagan.Atkinson@mwd.com,MSC,Joshua Johnson,2023-02-26T18:30:00.000Z,2023-01-25T18:30:00.000Z,Zone C,Full-Time,Voluntary,Address machine break person force interview.,General - Con,03-06-1956,MA,Laborer,38286,Black,Widowed,Fully Meets,4
3663,Brandon,Anderson,48,Female,Production Technician I,Production       ,78,6.08,1008.96,Future Start,Part-Time,Brandon.Anderson@mwd.com,PL,Sean Kennedy,2022-01-21T18:30:00.000Z,2019-10-06T18:30:00.000Z,Zone B,Full-Time,Retirement,Bar serious exist pretty.,General - Con,23-11-1977,MA,Foreman,13534,Black,Single,Exceeds,3
3693,Amya,Vega,48,Female,Production Technician II,Production       ,78,6.08,1008.96,Active,Part-Time,Amya.Vega@mwd.com,SVG,Alexa Smith,2020-08-29T18:30:00.000Z,2019-05-19T18:30:00.000Z,Zone B,Temporary,Involuntary,Name social full approach. Position want win.,Project Management - Con,01-08-1977,MA,Field Project Manager,13727,White,Married,Exceeds,2
3964,Marlee,Stevens,24,Male,Sr. Accountant,IT/IS,84,0,1008,Future Start,Part-Time,Marlee.Stevens@mwd.com,PYZ,Wendy Jackson,2023-01-24T18:30:00.000Z,2021-06-06T18:30:00.000Z,Zone A,Temporary,Involuntary,Soon agency begin song.,Aerial,26-02-2001,MA,Lineman,21007,Black,Single,Exceeds,3
1079,Joanna,Burnett,25,Female,Shared Services Manager,Software Engineering,84,0,1008,Active,Part-Time,Joanna.Burnett@mwd.com,WBL,Malik Smith,2022-04-30T18:30:00.000Z,2021-04-06T18:30:00.000Z,Zone B,Full-Time,Resignation,Story knowledge policy. Board tax treatment.,Project Management - Eng,11-04-2000,MA,Manager,21279,Hispanic,Divorced,Fully Meets,3
1103,Samuel,MacLennan,68,Male,Production Technician I,Production       ,76,8,1008,Voluntarily Terminated,Full-Time,Samuel.MacLennan@mwd.com,BPC,Chad Moreno,2023-05-26T18:30:00.000Z,2021-04-10T18:30:00.000Z,Zone C,Temporary,Involuntary,Garden sit drive assume large seat.,Splicing,02-04-1957,MA,Splicer,1938,Asian,Widowed,Fully Meets,3
3019,Elyse,Morrow,46,Female,Production Technician I,Production       ,78,5.92,1007.04,Active,Contract,Elyse.Morrow@mwd.com,SVG,Thomas Humphrey,2023-07-03T18:30:00.000Z,2022-04-14T18:30:00.000Z,Zone B,Full-Time,Voluntary,Create budget ground foot action note may.,Finance & Accounting,21-09-1979,MA,Administrative,26467,Asian,Married,PIP,2
1956,Courtney,Beatrice,67,Female,Production Technician I,Production       ,76,7.86,1006.32,Active,Part-Time,Courtney.Beatrice@mwd.com,PL,Patrick Liu,,2021-05-14T18:30:00.000Z,Zone A,Full-Time,Unk,,Billable Consultants,18-12-1958,MA,Engineer,1915,Black,Married,Fully Meets,3
2474,Aliana,Blake,66,Male,Production Manager,Production       ,76,7.73,1004.76,Active,Contract,Aliana.Blake@mwd.com,NEL,Amber Ross,2023-06-01T18:30:00.000Z,2023-03-11T18:30:00.000Z,Zone A,Temporary,Involuntary,Technology eight stage hold chance after police.,Field Operations,13-01-1959,MA,Technician,38407,Black,Married,Fully Meets,4
3272,Monserrat,Cooke,66,Male,Production Technician I,Production       ,76,7.73,1004.76,Active,Contract,Monserrat.Cooke@mwd.com,WBL,Natasha Mathews,,2023-02-09T18:30:00.000Z,Zone C,Part-Time,Unk,,Aerial,22-08-1959,MA,Flagger,38780,Other,Widowed,Fully Meets,3
3889,Myla,Mullen,43,Male,Network Engineer,Executive Office,78,5.71,1004.52,Active,Contract,Myla.Mullen@mwd.com,TNS,Lisa Chase,2022-10-29T18:30:00.000Z,2022-09-04T18:30:00.000Z,Zone B,Part-Time,Resignation,With affect give water contain lose subject wide.,General - Con,15-10-1982,MA,Foreman,26421,Black,Single,Fully Meets,3
3769,Ivan,Wright,73,Male,Production Technician I,Production       ,75,8.65,1003.8,Active,Full-Time,Ivan.Wright@mwd.com,PYZ,Laura Chavez,,2020-12-11T18:30:00.000Z,Zone A,Full-Time,Unk,,Fielders,21-11-1952,MA,Engineer,15968,Asian,Married,Fully Meets,3
1334,Susan,Gordon,73,Male,Sr. Network Engineer,IT/IS,75,8.65,1003.8,Active,Full-Time,Susan.Gordon@mwd.com,NEL,Christina Knight,2020-11-28T18:30:00.000Z,2020-08-31T18:30:00.000Z,Zone B,Part-Time,Retirement,Authority our technology administration section.,Underground,23-09-1952,MA,Laborer,15975,Other,Widowed,Fully Meets,3
3489,Devyn,Powers,72,Female,Area Sales Manager,Sales,75,8.49,1001.88,Active,Part-Time,Devyn.Powers@mwd.com,EW,Jessica Murphy,,2022-03-03T18:30:00.000Z,Zone A,Temporary,Unk,,Field Operations,02-05-1953,TX,Laborer,25634,Black,Divorced,Fully Meets,2
1014,Kole,Quinn,72,Male,Shared Services Manager,Software Engineering,75,8.49,1001.88,Active,Part-Time,Kole.Quinn@mwd.com,WBL,Jermaine Weaver,2023-07-12T18:30:00.000Z,2022-12-30T18:30:00.000Z,Zone A,Full-Time,Retirement,I back place no three offer economic.,Catv,13-07-1953,MA,Clerk,2562,Other,Single,Fully Meets,3
1732,May,Roberson,64,Female,Production Technician II,Production       ,76,7.48,1001.76,Voluntarily Terminated,Contract,May.Roberson@mwd.com,WBL,Samantha Hancock,2021-12-12T18:30:00.000Z,2021-07-01T18:30:00.000Z,Zone B,Temporary,Voluntary,North position film eight. Movement dark turn.,Fielders,13-04-1961,MA,Engineer,1902,Hispanic,Widowed,Fully Meets,3
2546,Deven,Huff,35,Male,IT Director,IT/IS,78,5.2,998.4,Active,Part-Time,Deven.Huff@mwd.com,PL,Martin Obrien,,2022-11-07T18:30:00.000Z,Zone A,Part-Time,Unk,,Finance & Accounting,14-02-1990,MA,Clerk,26419,Other,Married,Fully Meets,4
1542,Stacy,Bonilla,33,Male,Production Technician I,Production       ,78,5.09,997.08,Active,Full-Time,Stacy.Bonilla@mwd.com,SVG,Brittany Sanchez,,2022-04-06T18:30:00.000Z,Zone A,Temporary,Unk,,Splicing,11-12-1992,MA,Construction Manager,26161,White,Married,Fully Meets,3
1651,Amara,Wood,32,Female,BI Developer,IT/IS,78,5.03,996.36,Terminated for Cause,Part-Time,Amara.Wood@mwd.com,PL,Patricia Moore,2023-05-20T18:30:00.000Z,2019-10-04T18:30:00.000Z,Zone A,Temporary,Involuntary,Offer hundred defense street draw glass thank.,Aerial,23-01-1993,MA,Laborer,13117,Black,Widowed,Fully Meets,3
2720,Cheyenne,Herman,31,Female,Area Sales Manager,Sales,78,4.98,995.76,Active,Contract,Cheyenne.Herman@mwd.com,PL,Kathleen Hickman,2022-09-02T18:30:00.000Z,2022-01-07T18:30:00.000Z,Zone A,Temporary,Retirement,Debate want series success above.,Field Operations,13-08-1994,NC,Top Hand,26500,Asian,Widowed,Fully Meets,4
1767,Kenneth,Peters,30,Female,Production Technician I,Production       ,78,4.93,995.16,Active,Contract,Kenneth.Peters@mwd.com,WBL,Renee Beasley,2023-04-30T18:30:00.000Z,2023-02-09T18:30:00.000Z,Zone A,Full-Time,Retirement,Maintain material discover discover.,General - Con,31-12-1995,MA,Supervisor,39000,White,Divorced,Fully Meets,3
3730,Bobby,Chung,60,Male,Production Technician I,Production       ,75,6.92,983.04,Active,Contract,Bobby.Chung@mwd.com,CCDR,Sharon Vincent,,2022-01-17T18:30:00.000Z,Zone B,Temporary,Unk,,Fielders,08-12-1965,MA,Engineer,2548,Black,Widowed,Fully Meets,4
2793,Eden,Dalton,44,Male,Production Technician I,Production       ,76,5.63,979.56,Active,Full-Time,Eden.Dalton@mwd.com,PL,Jesse Hall,,2021-03-01T18:30:00.000Z,Zone A,Full-Time,Unk,,Yard (Material Handling),19-08-1981,MA,Supervisor,1901,Black,Divorced,Fully Meets,1
3149,Teagan,Stevens,42,Female,Production Technician I,Production       ,76,5.49,977.88,Active,Full-Time,Teagan.Stevens@mwd.com,NEL,Yvonne Bush,2023-04-04T18:30:00.000Z,2021-02-28T18:30:00.000Z,Zone A,Part-Time,Voluntary,Policy upon tend join individual direction yard.,Field Operations,27-09-1983,MA,Laborer,19987,Black,Single,Exceeds,2
3579,Constance,Sloan,79,Female,Production Technician II,Production       ,72,9.39,976.68,Active,Full-Time,Constance.Sloan@mwd.com,BPC,Sean Marsh,,2021-05-19T18:30:00.000Z,Zone C,Part-Time,Unk,,Field Operations,15-11-1946,MA,Laborer,1851,Asian,Widowed,Needs Improvement,4
3617,Bailey,Collier,64,Female,Production Technician I,Production       ,74,7.28,975.36,Active,Full-Time,Bailey.Collier@mwd.com,EW,Pamela Johnson,,2023-01-31T18:30:00.000Z,Zone C,Full-Time,Unk,,Wireline Construction,18-02-1961,MA,Splicer,37635,Hispanic,Married,Fully Meets,1
1402,Linda,Bachiochi,37,Female,Production Technician I,Production       ,76,5.18,974.16,Active,Full-Time,Linda.Bachiochi@mwd.com,MSC,Kirk Brooks,,2021-09-09T18:30:00.000Z,Zone B,Full-Time,Unk,,General - Sga,12-10-1988,MA,Technician,1902,White,Divorced,Exceeds,3
1819,Alison,Fuller,77,Female,Production Technician I,Production       ,72,9,972,Active,Full-Time,Alison.Fuller@mwd.com,WBL,Deborah Blackwell,,2022-07-01T18:30:00.000Z,Zone B,Temporary,Unk,,General - Con,24-10-1948,MA,Technician,24932,Black,Single,Fully Meets,3
2237,Lyla,Wong,50,Female,IT Manager - Support,IT/IS,75,6,972,Active,Full-Time,Lyla.Wong@mwd.com,WBL,John Thomas,2023-01-03T18:30:00.000Z,2022-01-09T18:30:00.000Z,Zone B,Temporary,Resignation,Run vote behind factor father.,Underground,22-04-1975,CT,Laborer,25760,Other,Single,Fully Meets,2
3261,Kaylen,Fisher,77,Male,Production Technician II,Production       ,72,9,972,Leave of Absence,Part-Time,Kaylen.Fisher@mwd.com,EW,Philip Jackson,2023-06-24T18:30:00.000Z,2021-01-16T18:30:00.000Z,Zone B,Temporary,Involuntary,Cause data speech tough garden body good.,Field Operations,01-03-1948,MA,Administrative,18868,Hispanic,Widowed,Fully Meets,4
1981,Ayanna,Short,32,Male,Production Technician I,Production       ,76,4.9,970.8,Active,Contract,Ayanna.Short@mwd.com,NEL,Amanda Mills,2023-07-15T18:30:00.000Z,2021-04-07T18:30:00.000Z,Zone A,Temporary,Involuntary,Prevent involve hundred price.,General - Con,14-11-1993,MA,Foreman,19755,Black,Divorced,Fully Meets,3
3325,Andrea,Khan,32,Female,Production Technician II,Production       ,76,4.9,970.8,Voluntarily Terminated,Contract,Andrea.Khan@mwd.com,MSC,Christopher Blankenship,2022-03-10T18:30:00.000Z,2021-07-12T18:30:00.000Z,Zone A,Part-Time,Involuntary,Few space energy down natural.,Field Operations,14-10-1993,MA,Technician,19512,White,Single,Fully Meets,3
2199,Lilly,Haynes,48,Female,Production Technician I,Production       ,75,5.84,970.08,Active,Full-Time,Lilly.Haynes@mwd.com,MSC,Catherine Spencer,,2020-05-30T18:30:00.000Z,Zone C,Full-Time,Unk,,General - Con,10-07-1977,MA,Manager,15120,White,Divorced,Exceeds,4
3411,Brenda,Boone,76,Female,Production Technician II,Production       ,72,8.82,969.84,Active,Full-Time,Brenda.Boone@mwd.com,CCDR,Howard Ryan,,2022-10-05T18:30:00.000Z,Zone B,Part-Time,Unk,,General - Eng,20-03-1949,MA,Administrative,24028,Asian,Single,Fully Meets,2
2722,Sawyer,Oneal,46,Male,Area Sales Manager,Sales,75,5.7,968.4,Active,Contract,Sawyer.Oneal@mwd.com,CCDR,Wendy Sullivan,,2020-10-04T18:30:00.000Z,Zone C,Temporary,Unk,,General - Con,02-12-1979,AL,Technician,15704,White,Single,Fully Meets,2
1164,Justice,Pineda,75,Female,Production Manager,Production       ,72,8.64,967.68,Active,Part-Time,Justice.Pineda@mwd.com,PL,Curtis Fitzpatrick,,2019-03-20T18:30:00.000Z,Zone A,Part-Time,Unk,,General - Sga,25-10-1950,MA,Project Coordinator,12732,Other,Married,Fully Meets,3
1572,Chance,Warner,74,Female,Production Technician I,Production       ,72,8.47,965.64,Active,Part-Time,Chance.Warner@mwd.com,BPC,Julie Porter,2022-10-08T18:30:00.000Z,2021-09-27T18:30:00.000Z,Zone C,Part-Time,Resignation,Simple over long.,Fielders,08-04-1951,MA,Engineer,18550,Black,Married,Fully Meets,3
1693,Gianna,Pope,40,Female,Sales Manager,IT/IS,75,5.29,963.48,Active,Contract,Gianna.Pope@mwd.com,SVG,Sharon Kim,,2022-12-23T18:30:00.000Z,Zone C,Part-Time,Unk,,Field Operations,13-08-1985,MA,Tower Hand,2558,Other,Single,Fully Meets,3
2714,Julie,Lloyd,53,Male,Area Sales Manager,Sales,74,6.17,962.04,Active,Part-Time,Julie.Lloyd@mwd.com,NEL,Keith Martinez,2023-04-19T18:30:00.000Z,2023-02-22T18:30:00.000Z,Zone C,Temporary,Resignation,Break price parent seat natural whatever.,Field Operations,11-07-1972,WA,Tower Hand,3780,Asian,Widowed,Fully Meets,1
3407,Kamila,Sanders,72,Female,Production Technician II,Production       ,72,8.15,961.8,Active,Part-Time,Kamila.Sanders@mwd.com,WBL,Aaron Stewart,2023-05-10T18:30:00.000Z,2021-04-14T18:30:00.000Z,Zone C,Temporary,Voluntary,Maintain behavior project parent particular game.,Field Operations,26-02-1953,MA,Construction Manager,18000,Asian,Single,Fully Meets,5
1447,Lucian,Montoya,71,Female,Production Technician I,Production       ,72,8,960,Leave of Absence,Full-Time,Lucian.Montoya@mwd.com,PYZ,Alexis Bell,2023-06-25T18:30:00.000Z,2022-12-11T18:30:00.000Z,Zone C,Part-Time,Resignation,Far special physical including shoulder among.,Field Operations,14-07-1954,MA,Supervisor,24188,Black,Single,Exceeds,3
1655,Chloe,Gould,83,Male,Area Sales Manager,IT/IS,70,10,960,Active,Part-Time,Chloe.Gould@mwd.com,TNS,Lisa Thompson,,2023-07-17T18:30:00.000Z,Zone A,Temporary,Unk,,Wireline Construction,01-09-1942,MA,Project Manager,3563,Black,Married,Fully Meets,3
2554,Shania,Caldwell,34,Male,IT Manager - DB,IT/IS,75,4.95,959.4,Active,Part-Time,Shania.Caldwell@mwd.com,PL,Dylan Brown,2023-05-08T18:30:00.000Z,2022-07-17T18:30:00.000Z,Zone A,Full-Time,Voluntary,Do month risk college detail.,General - Eng,03-10-1991,MA,Engineer,2505,Hispanic,Widowed,Fully Meets,1
1549,Sage,Potter,32,Female,Production Technician I,Production       ,75,4.84,958.08,Active,Part-Time,Sage.Potter@mwd.com,PL,Valerie Gregory,,2022-05-04T18:30:00.000Z,Zone C,Full-Time,Unk,,Executive,16-01-1993,MA,Executive,25854,Other,Married,Fully Meets,3
3982,Yair,Jennings,68,Female,Database Administrator,IT/IS,72,7.58,954.96,Active,Part-Time,Yair.Jennings@mwd.com,CCDR,Beverly Parker,,2022-08-08T18:30:00.000Z,Zone B,Part-Time,Unk,,Aerial,12-06-1957,MA,Laborer,24218,Other,Married,Needs Improvement,3
3173,Tucker,Sweeney,68,Female,Production Technician I,Production       ,72,7.58,954.96,Active,Contract,Tucker.Sweeney@mwd.com,PL,Gloria Vaughn,2023-05-29T18:30:00.000Z,2022-12-20T18:30:00.000Z,Zone A,Part-Time,Resignation,Place hear beat.,Billable Consultants,14-03-1957,MA,Engineer,24597,Asian,Married,Fully Meets,1
2072,Gilbert,Hensley,45,Female,Production Technician II,Production       ,74,5.55,954.6,Active,Contract,Gilbert.Hensley@mwd.com,WBL,William Walters,,2023-07-07T18:30:00.000Z,Zone A,Temporary,Unk,,Project Management - Con,07-09-1980,MA,Engineer,37599,White,Single,Fully Meets,3
2261,Samuel,Jennings,67,Female,IT Support,IT/IS,72,7.45,953.4,Active,Full-Time,Samuel.Jennings@mwd.com,MSC,Gregory Brown,,2022-05-31T18:30:00.000Z,Zone B,Part-Time,Unk,,Wireline Construction,01-06-1958,CT,Foreman,24054,Black,Divorced,Fully Meets,2
1808,Aaden,Mercer,42,Female,Production Technician I,Production       ,74,5.35,952.2,Active,Part-Time,Aaden.Mercer@mwd.com,EW,Victoria Jacobs,,2023-07-25T18:30:00.000Z,Zone A,Part-Time,Unk,,Splicing,25-09-1983,MA,Coordinator,37289,Black,Married,Fully Meets,3
1430,Evangeline,Downs,66,Female,Production Technician II,Production       ,72,7.32,951.84,Voluntarily Terminated,Part-Time,Evangeline.Downs@mwd.com,MSC,Joseph Smith,2023-03-02T18:30:00.000Z,2023-02-12T18:30:00.000Z,Zone A,Temporary,Involuntary,Hour range a country focus.,Yard (Material Handling),19-01-1959,MA,Shop,36785,Asian,Single,Needs Improvement,3
1697,Mattie,Peters,38,Male,BI Developer,IT/IS,74,5.1,949.2,Active,Full-Time,Mattie.Peters@mwd.com,MSC,Melanie Campbell,2023-07-20T18:30:00.000Z,2023-05-23T18:30:00.000Z,Zone B,Part-Time,Retirement,Soon color sit call certainly.,General - Con,15-06-1987,MA,Foreman,3758,Asian,Widowed,Fully Meets,3
1668,Taniyah,Mcmillan,78,Male,Senior BI Developer,Admin Offices,70,8.94,947.28,Active,Part-Time,Taniyah.Mcmillan@mwd.com,CCDR,Eric Mcclain,,2023-07-09T18:30:00.000Z,Zone C,Part-Time,Unk,,Aerial,07-09-1947,MA,Laborer,35842,Black,Single,Fully Meets,3
1144,Colby,Wolfe,62,Female,Production Manager,Production       ,72,6.86,946.32,Active,Part-Time,Colby.Wolfe@mwd.com,BPC,Heidi Wang,,2019-10-12T18:30:00.000Z,Zone B,Part-Time,Unk,,Wireline Construction,16-04-1963,MA,Project Manager,12711,Asian,Single,Fully Meets,3
1152,Jadyn,Haley,62,Female,Production Technician I,Production       ,72,6.86,946.32,Active,Full-Time,Jadyn.Haley@mwd.com,CCDR,Misty Mcknight,,2023-01-11T18:30:00.000Z,Zone A,Full-Time,Unk,,Engineers,02-10-1963,MA,Engineer,36242,Other,Divorced,Fully Meets,3
3076,Omari,Keller,27,Male,Production Technician II,Production       ,74,4.53,942.36,Active,Part-Time,Omari.Keller@mwd.com,PYZ,Daniel Smith,,2023-04-25T18:30:00.000Z,Zone C,Full-Time,Unk,,General - Con,26-05-1998,MA,Foreman,3738,White,Married,Fully Meets,5
3599,Elaine,Weeks,75,Female,Production Technician II,Production       ,70,8.4,940.8,Active,Part-Time,Elaine.Weeks@mwd.com,TNS,Dana Smith,,2020-04-11T18:30:00.000Z,Zone A,Temporary,Unk,,General - Con,31-03-1950,MA,Technician,14044,White,Divorced,Fully Meets,2
3565,Kramer,Keatts,57,Male,Production Technician I,Production       ,72,6.35,940.2,Active,Part-Time,Kramer.Keatts@mwd.com,WBL,Diana Good,,2021-09-10T18:30:00.000Z,Zone B,Full-Time,Unk,,General - Con,10-05-1968,MA,Lineman,1887,Other,Divorced,Fully Meets,4
1964,April,Evensen,56,Female,Production Technician I,Production       ,72,6.26,939.12,Terminated for Cause,Part-Time,April.Evensen@mwd.com,EW,Ashley Wagner,2023-03-10T18:30:00.000Z,2022-12-19T18:30:00.000Z,Zone B,Part-Time,Voluntary,War good your trial second black sit.,Executive,27-03-1969,MA,Manager,2458,Other,Married,Fully Meets,3
2752,Adeel,Osturnka,49,Male,Production Technician I,Production       ,72,5.68,932.16,Active,Part-Time,Adeel.Osturnka@mwd.com,TNS,Laura Rodriguez,2023-05-08T18:30:00.000Z,2022-10-20T18:30:00.000Z,Zone A,Temporary,Involuntary,Finish something start activity full professor.,General - Con,28-05-1976,MA,Flagger,2478,Hispanic,Divorced,Fully Meets,4
2794,Emely,Parks,49,Male,Production Technician I,Production       ,72,5.68,932.16,Active,Contract,Emely.Parks@mwd.com,PYZ,George Palmer Jr.,,2021-12-26T18:30:00.000Z,Zone B,Temporary,Unk,,Field Operations,16-05-1976,MA,Laborer,1877,Hispanic,Single,Fully Meets,5
3967,Anastasia,Gillespie,70,Female,Data Analyst,IT/IS,70,7.64,931.68,Active,Full-Time,Anastasia.Gillespie@mwd.com,MSC,Harold Jones,2021-01-19T18:30:00.000Z,2018-12-02T18:30:00.000Z,Zone A,Temporary,Involuntary,Today policy same expert close drive drug.,Finance & Accounting,19-07-1955,MA,Administration,10856,Black,Married,Fully Meets,3
2961,Erin,Floyd,48,Female,Production Technician I,Production       ,72,5.61,931.32,Active,Full-Time,Erin.Floyd@mwd.com,SVG,Susan Hahn,2023-07-21T18:30:00.000Z,2022-10-18T18:30:00.000Z,Zone A,Full-Time,Voluntary,Production several care various seek.,Field Operations,20-12-1977,MA,Laborer,24889,Asian,Divorced,Fully Meets,2
1151,Krystal,Peterson,47,Male,Production Technician I,Production       ,72,5.54,930.48,Active,Part-Time,Krystal.Peterson@mwd.com,EW,Bradley Mitchell,,2022-08-22T18:30:00.000Z,Zone A,Part-Time,Unk,,Field Operations,29-06-1978,MA,Laborer,2497,Asian,Widowed,Fully Meets,3
1384,Karla,Farrell,69,Female,Administrative Assistant,Admin Offices,70,7.5,930,Active,Part-Time,Karla.Farrell@mwd.com,CCDR,Mrs. Tammy Ballard,2021-03-04T18:30:00.000Z,2020-06-30T18:30:00.000Z,Zone B,Full-Time,Resignation,Thousand every job spring more store.,Field Operations,12-03-1956,MA,Groundman,14083,Other,Single,PIP,3
1643,Kamden,Paul,44,Male,Area Sales Manager,IT/IS,72,5.33,927.96,Active,Full-Time,Kamden.Paul@mwd.com,SVG,Christopher King,2020-12-21T18:30:00.000Z,2019-04-06T18:30:00.000Z,Zone A,Full-Time,Involuntary,Player when almost cultural.,Aerial,19-05-1981,MA,Supervisor,12567,Other,Widowed,Fully Meets,3
1827,Jessie,Church,43,Female,Production Technician I,Production       ,72,5.27,927.24,Active,Contract,Jessie.Church@mwd.com,EW,Glenda Williams,2022-09-13T18:30:00.000Z,2021-09-18T18:30:00.000Z,Zone C,Full-Time,Involuntary,Good technology same cut arrive anything remain.,Field Operations,21-05-1982,MA,Operator,18674,Other,Widowed,Needs Improvement,3
1242,Marilyn,Greer,66,Female,Production Technician I,Production       ,70,7.12,925.44,Active,Full-Time,Marilyn.Greer@mwd.com,NEL,Luke Carter,,2023-04-23T18:30:00.000Z,Zone C,Part-Time,Unk,,Wireline Construction,18-03-1959,MA,Foreman,35941,White,Married,Fully Meets,3
1635,Azul,Watkins,37,Male,Area Sales Manager,IT/IS,72,4.91,922.92,Active,Full-Time,Azul.Watkins@mwd.com,TNS,Alexandra Harvey,2023-04-09T18:30:00.000Z,2021-10-18T18:30:00.000Z,Zone C,Part-Time,Retirement,Upon south nice five reduce lose.,Safety,26-09-1988,MA,Safety,18618,Hispanic,Single,Fully Meets,3
1918,Callum,Blair,35,Female,Production Technician I,Production       ,72,4.8,921.6,Active,Contract,Callum.Blair@mwd.com,MSC,Kayla Shelton,2023-03-13T18:30:00.000Z,2023-01-08T18:30:00.000Z,Zone B,Temporary,Involuntary,Talk beyond year seven.,Field Operations,12-09-1990,MA,Supervisor,36065,Black,Single,Fully Meets,3
1393,Rose,Ivey,78,Female,Production Technician I,Production       ,68,8.68,920.16,Active,Part-Time,Rose.Ivey@mwd.com,SVG,Abigail Johnson,2022-11-22T18:30:00.000Z,2021-11-21T18:30:00.000Z,Zone C,Part-Time,Voluntary,On beyond process before event.,General - Con,20-03-1947,MA,Flagger,1775,Other,Single,Exceeds,3
2975,Bradley J,Knapp,77,Male,Production Technician I,Production       ,68,8.5,918,Active,Full-Time,Bradley J.Knapp@mwd.com,WBL,Kayla Reyes,2022-06-21T18:30:00.000Z,2021-04-13T18:30:00.000Z,Zone A,Temporary,Voluntary,Work around personal cover reflect including.,Billable Consultants,17-06-1948,MA,Engineer,1721,Asian,Married,Fully Meets,4
3498,Joel,Mcmillan,27,Female,Area Sales Manager,Sales,72,4.41,916.92,Active,Full-Time,Joel.Mcmillan@mwd.com,PYZ,Peter Harvey,2023-06-21T18:30:00.000Z,2023-04-25T18:30:00.000Z,Zone A,Full-Time,Voluntary,About allow article. For gas player magazine.,General - Sga,17-10-1998,KY,Laborer,36087,White,Widowed,Fully Meets,2
3273,Zaria,Mcintosh,27,Female,Production Technician I,Production       ,72,4.41,916.92,Active,Full-Time,Zaria.Mcintosh@mwd.com,NEL,Tonya Jones,,2022-09-15T18:30:00.000Z,Zone A,Temporary,Unk,,People Services,08-12-1998,MA,Coordinator,24573,Asian,Divorced,Fully Meets,4
3233,Julia,Vargas,56,Male,Production Technician I,Production       ,70,6.09,913.08,Leave of Absence,Contract,Julia.Vargas@mwd.com,CCDR,Jim Mccormick,2020-08-25T18:30:00.000Z,2020-08-21T18:30:00.000Z,Zone C,Part-Time,Voluntary,Fact order police ability another pretty add.,Engineers,08-02-1969,MA,Engineer,14249,Asian,Widowed,Fully Meets,2
3519,Elaine,Ewing,74,Male,Area Sales Manager,Sales,68,8,912,Active,Part-Time,Elaine.Ewing@mwd.com,TNS,Dan Hernandez,2022-03-01T18:30:00.000Z,2021-12-18T18:30:00.000Z,Zone C,Temporary,Resignation,Your very trip successful memory to while out.,Aerial,28-03-1951,CA,Groundman,17123,Hispanic,Widowed,Fully Meets,2
3158,Seth,Oneill,49,Female,Production Technician II,Production       ,70,5.53,906.36,Active,Part-Time,Seth.Oneill@mwd.com,PYZ,Michael Hendricks,2023-07-20T18:30:00.000Z,2023-05-29T18:30:00.000Z,Zone A,Full-Time,Retirement,More next spring around television million media.,General - Sga,21-01-1976,MA,Director,35824,Hispanic,Divorced,Exceeds,2
